1	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:20.26	
2	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:20.31	
3	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:20.40	
4	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:20.48	
5	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:20.54	
6	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:20.64	
7	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:20.70	
8	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:20.79	
9	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:20.87	
10	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:20.95	
11	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:21.03	
12	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:21.10	
13	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:21.18	
14	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:21.26	
15	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:21.34	
16	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:21.42	
17	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:21.50	
18	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:21.57	
19	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:21.65	
20	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:21.73	
21	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:21.81	
22	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:21.89	
23	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:21.95	
24	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:22.04	
25	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:22.12	
26	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:22.20	
27	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:22.28	
28	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:22.35	
29	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:22.43	
30	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:22.51	
31	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:22.59	
32	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:22.67	
33	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:22.75	
34	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:22.82	
35	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:22.90	
36	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:22.98	
37	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:23.06	
38	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:23.14	
39	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:23.21	
40	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:23.29	
41	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:23.37	
42	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:23.45	
43	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:23.53	
44	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:23.60	
45	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:23.68	
46	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:23.76	
47	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:23.84	
48	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:23.92	
49	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:24.00	
50	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:24.07	
51	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:24.15	
52	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:24.23	
53	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:24.31	
54	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:24.39	
55	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:24.46	
56	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:24.54	
57	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:24.62	
58	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:24.70	
59	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:24.78	
60	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:24.85	
61	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:24.93	
62	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:25.01	
63	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:25.07	
64	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:25.17	
65	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:25.25	
66	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:25.32	
67	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:25.40	
68	0024h	001 003 000 036 000 001 196 001 	001 003 002 000 000 184 068 	0	7	05:29:25.48	
